transacted,created,id,code_1,code_2,code_3,code_4,code_5,amount,qauntity,price,tax,value
2012-01-05 04:34:12,2012-01-05 05:54:12,18,171559247-6,437739293-X,418545068-0,555740824-X,606163322-X,32.4067,71,61.5073,8.830805,7690.10824
2012-01-05 04:34:12,2012-01-05 05:54:12,19,181070977-6,743340804-5,895649149-6,085312982-7,040416704-7,29.3176,324,15.2037,3.580732,8050.280021
2012-01-05 04:34:12,2012-01-05 05:54:12,20,822143912-6,179070696-3,792615093-2,709020412-X,498072765-4,10.2031,403,14.7498,3.865333,7172.095884
2012-01-05 04:34:12,2012-01-05 05:54:12,21,956893400-6,047189632-2,218336122-0,536593911-5,199821551-2,92.9458,177,41.1745,3.402621,4448.41214
2012-01-05 04:34:12,2012-01-05 05:54:12,22,916576716-0,353423598-3,836397477-3,915743588-X,413189018-6,78.5152,194,67.4254,9.850084,6268.806388
2012-01-05 04:34:12,2012-01-05 05:54:12,23,181009984-6,344804079-7,190449470-6,390002485-5,048117767-1,46.9072,60,99.8052,5.195931,6261.66936
2012-01-05 04:34:12,2012-01-05 05:54:12,24,866107050-3,338183540-8,499410507-3,428423156-1,206989881-4,50.4791,438,89.5531,8.54594,7667.107672
2012-01-05 04:34:12,2012-01-05 05:54:12,25,522287152-5,261419140-X,027632184-7,891843661-0,093793066-0,11.6619,412,92.0323,3.131128,2992.455873
2012-01-05 04:34:12,2012-01-05 05:54:12,26,702426917-0,755182482-0,961971976-X,872785679-8,739760007-7,90.5893,71,33.1724,8.023699,2839.959558
2012-01-05 04:34:12,2012-01-05 05:54:12,27,933835729-5,871655601-1,442835795-8,258092347-0,846940586-1,86.1903,296,99.6959,8.540693,4549.47306
2012-01-05 04:34:12,2012-01-05 05:54:12,28,635969816-1,936723323-X,836175553-5,374612965-6,715505884-X,60.5873,437,42.742,8.701073,1639.701552
2012-01-05 04:34:12,2012-01-05 05:54:12,29,457710939-5,654205906-7,725332860-4,835678521-9,223525827-1,16.7402,429,28.8472,5.158429,8833.30981
2012-01-05 04:34:12,2012-01-05 05:54:12,30,656830173-6,970635851-X,915033954-0,031909736-6,684393013-1,76.2718,254,34.0922,3.882121,3006.096488
2012-01-05 04:34:12,2012-01-05 05:54:12,31,904838038-3,518015576-2,416768815-8,779077147-7,605684347-5,13.262,227,10.4918,6.425751,7043.977413
2012-01-05 04:34:12,2012-01-05 05:54:12,32,793574878-0,792999260-8,570401312-0,071902174-X,014466129-2,62.8509,307,91.7678,7.400171,4287.86965
2012-01-05 04:34:12,2012-01-05 05:54:12,33,908178021-2,409390622-X,987924202-5,407043326-0,259180346-3,98.2548,312,48.7688,8.232467,9446.109745
2012-01-05 04:34:12,2012-01-05 05:54:12,34,206253580-5,267377914-0,732843383-3,917419636-7,246345931-X,92.3773,397,14.4609,3.271051,4533.483406
2012-01-05 04:34:12,2012-01-05 05:54:12,35,173563078-0,914466133-9,557227765-7,300227643-X,416716496-5,80.7724,407,76.1838,3.367858,7528.253094
2012-01-05 04:34:12,2012-01-05 05:54:12,36,526678337-0,234912076-7,998474208-3,045254544-7,569879199-6,6.2421,447,92.2849,4.051807,3923.382772
2012-01-05 04:34:12,2012-01-05 05:54:12,37,167697410-5,320411250-0,731159792-7,891950648-5,910611136-X,51.4802,464,84.5303,3.453659,5082.363268
2012-01-05 04:34:12,2012-01-05 05:54:12,38,133831509-9,882781323-3,681841371-4,204662672-9,976512334-5,67.8279,158,83.3793,7.418106,1612.619502
2012-01-05 04:34:12,2012-01-05 05:54:12,39,556957674-6,282401476-8,411561976-7,307889161-5,246459993-X,30.1525,198,50.261,8.302012,2897.035229
2012-01-05 04:34:12,2012-01-05 05:54:12,40,829125083-9,570482606-7,333160911-0,754463817-0,015792791-1,62.4792,322,33.5856,1.138058,1722.341506
2012-01-05 04:34:12,2012-01-05 05:54:12,41,671285855-0,322334460-8,334384467-5,950401664-2,898713441-5,66.9209,348,14.6756,3.279807,2705.107414
2012-01-05 04:34:12,2012-01-05 05:54:12,42,226142406-X,714840907-1,342817015-6,789155206-1,578532854-2,94.1755,203,1.3484,9.091259,7762.136458
2012-01-05 04:34:12,2012-01-05 05:54:12,43,946096804-X,836557957-X,114763312-6,174849143-1,172155245-6,17.112,448,53.8457,1.376089,6738.134884
2012-01-05 04:34:12,2012-01-05 05:54:12,44,194891638-X,608194960-5,920041277-7,903704190-6,621912631-9,40.3144,201,16.7566,3.969448,4442.653088
2012-01-05 04:34:12,2012-01-05 05:54:12,45,842912732-1,049005232-0,563562213-5,248250429-5,816525978-4,44.9231,52,18.3937,9.232795,2949.171201
2012-01-05 04:34:12,2012-01-05 05:54:12,46,886283898-0,591905455-7,193479490-2,376746583-3,366672067-6,20.1706,146,7.1257,5.003772,6736.805956
2012-01-05 04:34:12,2012-01-05 05:54:12,47,083776909-4,862631890-1,226628009-0,471746817-1,906552525-4,16.2085,152,67.4171,3.907925,1910.478013
2012-01-05 04:34:12,2012-01-05 05:54:12,48,417277254-4,971041071-7,998514998-X,238495595-0,467095517-9,64.3058,65,7.2124,3.79069,5098.815507
2012-01-05 04:34:12,2012-01-05 05:54:12,49,784518685-6,562740067-6,811427435-2,759921038-5,334608660-7,97.7172,466,79.6667,9.785225,2453.31907
2012-01-05 04:34:12,2012-01-05 05:54:12,50,206824292-3,976748742-5,296380519-5,419212122-0,123639760-6,26.1312,236,36.2617,7.438184,2761.84553
2012-01-05 04:34:12,2012-01-05 05:54:12,51,799533341-2,350643933-2,191251147-9,476793153-3,859344704-X,61.4313,322,3.155,4.189714,2830.593736
2012-01-05 04:34:12,2012-01-05 05:54:12,52,450732307-X,612014632-6,611612742-8,820172194-2,204851170-8,17.1334,4,3.3838,9.086036,7886.106446
2012-01-05 04:34:12,2012-01-05 05:54:12,53,368742926-1,922320593-X,707855384-5,173607423-7,140975621-1,96.3559,327,25.1721,1.228495,5995.223079
2012-01-05 04:34:12,2012-01-05 05:54:12,54,303193863-1,549914641-1,341750373-6,656325296-6,994550610-2,1.6426,377,37.0469,6.26398,7132.781235
2012-01-05 04:34:12,2012-01-05 05:54:12,55,635170109-0,873447232-0,142490295-9,147980096-1,717821259-4,5.6827,399,72.6361,3.817332,3670.265105
2012-01-05 04:34:12,2012-01-05 05:54:12,56,891306466-9,614176492-4,951071142-X,429401674-4,757125595-3,78.0251,401,97.7033,7.423264,1850.104966
2012-01-05 04:34:12,2012-01-05 05:54:12,57,556380861-0,092262542-5,038778871-9,028783425-5,794665735-8,98.8091,185,42.0692,3.178366,3603.061355
2012-01-05 04:34:12,2012-01-05 05:54:12,58,832922285-3,850510128-6,607535984-2,345965231-4,025018048-0,89.8058,22,99.5918,8.485861,7973.912025
2012-01-05 04:34:12,2012-01-05 05:54:12,59,506827916-1,388144717-2,684089726-5,119223318-2,746339049-7,90.8018,250,81.7844,7.488277,5172.070228
2012-01-05 04:34:12,2012-01-05 05:54:12,60,185160560-6,629849147-3,545252643-9,851430641-3,910837893-2,63.8478,268,47.4604,7.498627,7745.615113
2012-01-05 04:34:12,2012-01-05 05:54:12,61,711551393-7,040560984-1,551895921-4,093720003-4,992207138-X,55.4608,472,22.8332,3.535833,9260.903571
2012-01-05 04:34:12,2012-01-05 05:54:12,62,680908429-0,773804117-X,414642470-4,912954754-7,481634519-1,14.823,301,54.356,9.074282,4504.415073
2012-01-05 04:34:12,2012-01-05 05:54:12,63,727608857-X,739010750-2,632424327-3,773714125-1,775062974-2,12.3524,196,47.7743,3.472985,9968.761314
2012-01-05 04:34:12,2012-01-05 05:54:12,64,919761783-0,053559077-6,977047465-7,957309605-6,196095179-3,82.7726,205,31.8731,6.764939,2747.183336
2012-01-05 04:34:12,2012-01-05 05:54:12,65,860448780-8,037405103-8,709228358-2,097677013-X,908404210-7,85.9138,186,91.3916,2.865803,8443.867763
2012-01-05 04:34:12,2012-01-05 05:54:12,66,140868274-5,537952982-8,086663864-4,275145915-3,136219138-8,52.4756,378,21.2469,8.897539,3195.374611
2012-01-05 04:34:12,2012-01-05 05:54:12,67,153703466-9,820962242-0,661465537-X,712698911-3,433132466-4,2.1256,319,17.2704,2.592812,8669.380515
2012-01-05 04:34:12,2012-01-05 05:54:12,68,704758530-3,791530756-8,165157209-7,792979512-8,301008549-4,33.1735,62,53.2645,1.317247,3279.945658
2012-01-05 04:34:12,2012-01-05 05:54:12,69,477089665-4,965791133-8,390091672-1,021559276-X,243868317-1,83.0726,394,86.1653,2.60279,5834.631949
2012-01-05 04:34:12,2012-01-05 05:54:12,70,973679753-8,193293921-0,738573869-9,239255007-7,960691479-8,32.7728,444,59.5226,3.984151,3302.266397
2012-01-05 04:34:12,2012-01-05 05:54:12,71,285440892-6,275404798-0,171254721-6,433170025-9,251433345-8,17.0944,346,4.0398,7.419675,4591.242655
2012-01-05 04:34:12,2012-01-05 05:54:12,72,070081297-0,406142144-1,557398844-1,221976891-0,580880590-2,95.8634,180,96.2966,7.69133,4421.381861
2012-01-05 04:34:12,2012-01-05 05:54:12,73,541758842-3,254444602-1,375467724-1,789548135-5,482880177-4,64.1604,121,25.9946,2.537991,8470.766549
2012-01-05 04:34:12,2012-01-05 05:54:12,74,053359277-1,830556091-0,180369515-3,080744285-2,159152375-3,21.7442,86,98.4489,1.125948,4497.275289
2012-01-05 04:34:12,2012-01-05 05:54:12,75,461114922-6,071641482-1,784616140-7,393290364-1,325785670-9,36.8698,332,9.6402,5.947503,2468.780197
2012-01-05 04:34:12,2012-01-05 05:54:12,76,735975935-8,093194801-0,232921942-3,663710654-2,095502637-7,30.6488,99,80.8282,6.837041,6562.278634
2012-01-05 04:34:12,2012-01-05 05:54:12,77,214669919-1,314415049-5,628355796-1,633053808-5,597634020-2,54.0316,256,87.9187,1.013171,9763.831175
2012-01-05 04:34:12,2012-01-05 05:54:12,78,065994106-6,622895783-X,533221741-2,650363499-4,247530903-2,80.5062,183,86.0664,9.814838,9877.308063
2012-01-05 04:34:12,2012-01-05 05:54:12,79,894570317-9,129953592-5,798415000-1,765082063-7,501587930-X,53.1174,215,48.5927,8.6767,9335.959135
2012-01-05 04:34:12,2012-01-05 05:54:12,80,693375521-5,807938183-6,036614360-3,229140370-2,404661821-3,78.6528,267,74.626,6.045827,2362.482974
2012-01-05 04:34:12,2012-01-05 05:54:12,81,674069484-2,399410288-X,691544628-1,382969813-5,770917265-2,91.9287,137,60.4806,6.172026,1804.727142
2012-01-05 04:34:12,2012-01-05 05:54:12,82,486140147-X,529883015-3,245884358-1,972239570-X,567695920-7,28.96,64,40.7721,4.124603,5433.554084
2012-01-05 04:34:12,2012-01-05 05:54:12,83,418675870-0,446405985-6,986138028-0,661023403-5,546310766-1,96.5897,241,17.1511,7.379093,2106.372092
2012-01-05 04:34:12,2012-01-05 05:54:12,84,816527653-0,941706598-X,739827412-2,536663072-X,734300659-2,89.3125,195,36.4722,5.333327,3495.175053
2012-01-05 04:34:12,2012-01-05 05:54:12,85,323291900-6,585129700-X,055933691-8,607059940-3,079491327-X,23.0016,44,63.5989,7.985076,1236.128323
2012-01-05 04:34:12,2012-01-05 05:54:12,86,429667706-3,878947055-9,639462839-5,575892363-X,677540017-9,44.8239,33,77.2224,5.554697,8218.027343
2012-01-05 04:34:12,2012-01-05 05:54:12,87,260073680-8,073632411-9,980053764-3,755381260-9,474696472-6,21.454,381,54.5866,7.982422,9577.527887
2012-01-05 04:34:12,2012-01-05 05:54:12,88,268218948-2,684963382-1,978825919-7,564551143-3,157818766-4,79.0035,296,54.5046,2.233169,8096.136415
2012-01-05 04:34:12,2012-01-05 05:54:12,89,132984593-5,071352738-2,312150691-9,108849081-6,123715604-1,24.2633,213,71.2307,5.202873,8516.041697
2012-01-05 04:34:12,2012-01-05 05:54:12,90,859874867-6,061412783-1,362774872-7,051619517-4,506019814-6,79.7302,1,41.7628,3.881317,4747.509942
2012-01-05 04:34:12,2012-01-05 05:54:12,91,286626970-5,215560864-0,145517729-6,079936597-1,286169847-0,35.0996,90,44.6822,9.883012,6529.712609
2012-01-05 04:34:12,2012-01-05 05:54:12,92,776673751-5,915062579-9,023088731-7,476127521-9,195412887-8,31.9439,332,52.9455,6.084086,1081.709764
2012-01-05 04:34:12,2012-01-05 05:54:12,93,844493925-0,757037427-4,106606810-0,479179527-X,738879376-3,9.4104,154,39.3425,3.396166,4004.521509
2012-01-05 04:34:12,2012-01-05 05:54:12,94,258089798-4,650873732-5,930878049-1,854770811-1,462436995-5,22.979,179,43.5353,9.169229,6132.234892
2012-01-05 04:34:12,2012-01-05 05:54:12,95,821490081-6,065925647-9,966969913-4,388210239-X,521884139-0,80.2616,315,50.6015,6.945088,6012.435955
2012-01-05 04:34:12,2012-01-05 05:54:12,96,113521863-3,732654729-7,564025273-1,398915341-2,492539097-X,26.0076,230,25.229,7.764872,4302.758495
2012-01-05 04:34:12,2012-01-05 05:54:12,97,183169530-8,944336566-9,304582395-5,407583372-0,443781110-0,72.682,84,37.3824,6.412584,4671.130847
2012-01-05 04:34:12,2012-01-05 05:54:12,98,156464925-3,429472804-3,132757659-7,690822838-X,433420556-9,22.4842,447,83.8485,4.780221,4012.251527
2012-01-05 04:34:12,2012-01-05 05:54:12,99,158736795-5,416766406-2,976745382-2,946887618-7,445207766-8,90.0464,265,54.7591,1.191067,9587.153505
2012-01-05 04:34:12,2012-01-05 05:54:12,100,266764833-1,705183512-2,758776893-9,795164187-1,200343560-3,47.3727,300,35.7608,9.489119,2110.578773
