transacted,created,id,code_1,code_2,code_3,code_4,code_5,amount,qauntity,price,tax,value
2023-01-02 06:34:52,2023-01-02 08:01:34,66,029812263-4,088411521-6,174629996-7,895162541-9,767219934-X,4.632,245,8.0141,3.444468,9454.277461
2023-01-02 06:34:52,2023-01-02 08:01:34,67,160663278-7,182844405-7,478808552-6,974921421-8,140899406-2,20.8611,381,55.8207,9.348239,4784.738416
2023-01-02 06:34:52,2023-01-02 08:01:34,68,312126300-5,411494165-7,179944987-4,818633536-6,688811649-2,80.5708,47,84.9524,4.811889,8662.057923
2023-01-02 06:34:52,2023-01-02 08:01:34,69,717851185-0,316735338-4,000905485-5,605018834-3,514469278-8,97.7387,17,48.8339,6.995762,6364.746815
2023-01-02 06:34:52,2023-01-02 08:01:34,70,650312563-1,493216080-1,788860995-3,341711973-1,089891523-6,65.9355,480,37.3566,5.726041,7023.745544
2023-01-02 06:34:52,2023-01-02 08:01:34,71,786001978-7,194699760-9,235255434-9,757825619-X,074488169-2,82.688,221,96.037,2.379523,5624.18018
2023-01-02 06:34:52,2023-01-02 08:01:34,72,502938335-2,632438728-3,078377428-1,024491733-7,084730530-9,3.8612,400,16.8196,5.53978,8863.099849
2023-01-02 06:34:52,2023-01-02 08:01:34,73,746516385-4,778567422-1,400215892-6,232516834-4,870745243-8,68.1173,409,27.9648,2.556182,3488.396183
2023-01-02 06:34:52,2023-01-02 08:01:34,74,589147204-X,644765935-4,676416956-X,275684326-1,644557509-9,86.4811,230,98.6424,2.641878,4442.725614
2023-01-02 06:34:52,2023-01-02 08:01:34,75,891521740-3,475488148-6,903693667-5,889902412-X,328331158-7,14.8734,91,28.6407,7.197409,6970.147862
2023-01-02 06:34:52,2023-01-02 08:01:34,76,380865457-0,496690479-X,097788479-1,974576255-5,579045226-4,64.3349,166,66.3619,9.26556,1486.476997
2023-01-02 06:34:52,2023-01-02 08:01:34,77,703618393-4,197412605-6,688962162-X,984832849-1,120708999-0,63.8604,340,21.6979,5.743665,7460.431196
2023-01-02 06:34:52,2023-01-02 08:01:34,78,584206948-2,116811175-7,714270637-6,816466336-0,403804976-0,27.5316,177,77.5192,7.683785,3981.205798
2023-01-02 06:34:52,2023-01-02 08:01:34,79,157288285-9,529042532-2,934142144-6,510457016-9,461058622-3,38.1714,203,54.8058,2.369785,2753.91576
2023-01-02 06:34:52,2023-01-02 08:01:34,80,627660679-0,373645965-3,965318409-1,767480252-3,349213891-8,20.9508,78,49.2353,1.40222,4290.990519
2023-01-02 06:34:52,2023-01-02 08:01:34,81,955776387-6,270077362-4,809329277-2,228732990-0,780687725-8,99.1414,413,55.9113,5.73962,1806.77765
2023-01-02 06:34:52,2023-01-02 08:01:34,82,403334320-2,051451461-2,578303415-0,530514734-4,813353614-6,35.3801,366,99.6679,7.434078,2743.456728
2023-01-02 06:34:52,2023-01-02 08:01:34,83,133654728-6,148026755-4,362882278-5,093789508-3,430234189-0,5.7384,102,33.1558,6.051708,3042.957564
2023-01-02 06:34:52,2023-01-02 08:01:34,84,019459666-4,851322781-1,936252290-X,071093209-X,955529572-7,15.7339,203,29.7132,1.836796,2862.712234
2023-01-02 06:34:52,2023-01-02 08:01:34,85,441721971-0,411836095-0,547520818-2,297482047-6,422341101-2,15.8623,27,62.046,2.196983,1959.882502
2023-01-02 06:34:52,2023-01-02 08:01:34,86,305988057-3,768473448-2,678792641-3,743323906-5,747885071-5,21.9776,64,66.3586,9.130659,4373.226381
2023-01-02 06:34:52,2023-01-02 08:01:34,87,472932337-8,511834114-0,100385507-5,907138581-7,744411630-X,5.8697,118,54.8669,9.971011,4789.611986
2023-01-02 06:34:52,2023-01-02 08:01:34,88,201225334-2,387274008-3,888156139-5,842407285-5,266389910-0,95.9258,4,43.0432,1.96801,9150.04464
2023-01-02 06:34:52,2023-01-02 08:01:34,89,009728314-2,028950689-1,170541845-7,739012603-5,164927881-0,65.5544,417,60.0704,9.86734,8102.979372
2023-01-02 06:34:52,2023-01-02 08:01:34,90,875468924-4,616781261-6,586630243-8,534275567-0,080959240-1,6.8925,320,8.5833,6.409254,5806.294816
2023-01-02 06:34:52,2023-01-02 08:01:34,91,905323677-5,105283998-3,870446771-X,250467838-X,656832343-8,55.2759,112,52.8011,8.997359,8354.674911
2023-01-02 06:34:52,2023-01-02 08:01:34,92,237388785-1,735348702-X,138125793-3,325981820-0,669747203-0,55.4476,470,90.3704,1.065207,2684.842654
2023-01-02 06:34:52,2023-01-02 08:01:34,93,023582872-6,579828250-3,110603443-0,019427688-0,725934370-2,22.2745,223,10.0137,1.540241,9399.139895
2023-01-02 06:34:52,2023-01-02 08:01:34,94,471591805-6,897280551-3,741686971-4,874297611-1,867702260-0,25.6537,81,61.8747,2.77121,2842.975651
2023-01-02 06:34:52,2023-01-02 08:01:34,95,894600727-3,682621847-X,054308596-1,777883214-3,089323918-6,16.1998,188,50.7958,8.629319,5947.064791
2023-01-02 06:34:52,2023-01-02 08:01:34,96,222892429-6,548649863-2,524320402-1,069285627-7,624956611-2,14.0727,323,66.0939,7.870684,5277.524222
2023-01-02 06:34:52,2023-01-02 08:01:34,97,683864232-8,275793154-7,746170537-7,395642156-6,058283394-9,45.318,228,41.5071,2.160337,6364.983184
2023-01-02 06:34:52,2023-01-02 08:01:34,98,345915787-9,451116430-4,398469963-8,429598636-4,024684631-3,30.4507,9,8.0096,7.368438,1999.147087
2023-01-02 06:34:52,2023-01-02 08:01:34,99,441993589-8,017965437-3,286255087-6,373470094-9,379148678-0,80.044,376,65.3955,9.862336,8240.232177
2023-01-02 06:34:52,2023-01-02 08:01:34,100,737581433-3,084112220-2,487643869-2,546480799-3,901646014-4,6.5403,299,17.5503,1.437254,3272.050445
2023-01-01 04:34:12,2023-01-02 05:54:12,13,656684944-0,267161185-4,036389464-0,023012256-6,989988643-2,20.9508,78,49.2353,1.40222,4290.990519
2023-01-01 04:34:12,2023-01-02 05:54:12,14,916808029-8,541573420-1,490868809-5,459653574-4,346820671-2,99.1414,413,55.9113,5.73962,1806.77765
2023-01-01 04:34:12,2023-01-02 05:54:12,15,721892672-X,353411949-5,908670277-5,735153023-8,135645316-3,35.3801,366,99.6679,7.434078,2743.45672
2023-01-01 04:34:12,2023-01-02 05:54:12,16,097025582-9,798784615-5,435773837-7,021318779-5,385314528-0,5.7384,102,33.1558,6.051708,3042.957564
2023-01-01 04:34:12,2023-01-02 05:54:12,25,985573962-0,371168804-7,107256765-2,486421480-8,510023897-6,15.7339,203,29.7132,1.836796,2862.71223
2023-01-01 04:34:12,2023-01-02 05:54:12,26,773328722-7,598681879-2,145698880-8,835969298-X,188836169-7,15.8623,27,62.046,2.196983,1959.882502
2023-01-01 04:34:12,2023-01-02 05:54:12,27,212945300-7,450109595-4,768880175-3,238400818-8,760842541-5,21.9776,64,66.3586,9.130659,4373.226381
2023-01-01 04:34:12,2023-01-02 05:54:12,28,629141593-3,569592003-5,154455184-3,084156257-1,410877887-1,5.8697,118,54.8669,9.971011,4789.611986
2023-01-01 04:34:12,2023-01-02 05:54:12,29,323053857-9,429228410-5,642977008-7,704085248-9,333487113-4,95.9258,4,43.0432,1.96801,9150.04464
2023-01-01 04:34:12,2023-01-02 05:54:12,30,100254114-X,927674506-8,590422371-4,746385396-9,654551196-3,65.5544,417,60.0704,9.86734,8102.979372
