transacted,created,id,code_1,code_2,code_3,code_4,code_5,amount,qauntity,price,tax,value
2023-01-07 06:13:54,2023-01-07 08:34:12,30,451750830-7,460014632-8,770131882-8,837910752-7,959561953-1,52.5287,267,50.6815,5.36653,5629.031104
2023-01-07 06:13:54,2023-01-07 08:34:12,31,424378829-4,109546413-2,870443396-3,310402801-X,771134811-8,61.0911,291,63.0466,6.022533,6671.250943
2023-01-07 06:13:54,2023-01-07 08:34:12,32,874825821-0,425663904-7,164284358-X,860548743-7,979807131-X,17.5843,9,92.0112,6.014971,5459.143083
2023-01-07 06:13:54,2023-01-07 08:34:12,33,545831051-9,217796394-X,947906506-1,421351195-2,300354152-8,85.2292,17,99.2085,5.530516,9130.085437
2023-01-07 06:13:54,2023-01-07 08:34:12,34,941897027-9,037091328-0,298304770-9,236934401-6,653600051-X,93.5341,496,89.5228,8.318311,2525.46199
2023-01-07 06:13:54,2023-01-07 08:34:12,35,746508213-7,903242693-1,059547232-X,338366475-9,623621977-X,89.2435,412,16.2617,3.757174,1768.560933
2023-01-07 06:13:54,2023-01-07 08:34:12,36,468573275-8,915938586-3,922097637-4,198922885-2,746374595-3,91.0549,115,26.5438,8.118786,7640.983476
2023-01-07 06:13:54,2023-01-07 08:34:12,37,931614995-9,471454950-2,354712866-8,876059264-8,974200115-4,70.9601,334,6.6869,9.137947,6928.217988
2023-01-07 06:13:54,2023-01-07 08:34:12,38,163512576-6,729773784-4,730381964-9,720137213-0,058684730-8,80.2353,106,89.2532,5.514461,5783.164264
2023-01-07 06:13:54,2023-01-07 08:34:12,39,220292417-5,596942663-6,079849770-X,805265892-6,126152872-7,38.4498,88,40.9837,7.527916,9242.878134
2023-01-07 06:13:54,2023-01-07 08:34:12,40,807957687-4,164809430-9,508157586-0,249661586-8,782707214-3,48.7182,272,86.9171,4.082438,3049.818259
2023-01-07 06:13:54,2023-01-07 08:34:12,41,123825245-1,998636585-6,947405905-5,206908424-8,473843297-4,7.7042,402,35.9317,7.403265,7240.962226
2023-01-07 06:13:54,2023-01-07 08:34:12,42,829269609-1,725262106-5,840547402-1,900929996-1,717749965-2,65.0714,254,59.928,9.729541,5729.159275
2023-01-07 06:13:54,2023-01-07 08:34:12,43,633111067-4,600256503-5,365535453-3,684108883-2,738803772-1,78.5901,228,38.5876,8.797917,1878.351576
2023-01-07 06:13:54,2023-01-07 08:34:12,44,465056982-6,118300833-3,043816952-2,604542748-3,677014772-6,99.3454,256,96.6951,3.234157,6140.027193
2023-01-07 06:13:54,2023-01-07 08:34:12,45,099086699-8,329563487-4,377092869-5,000818773-8,713512310-7,25.9725,86,2.9618,3.30134,5205.152264
2023-01-07 06:13:54,2023-01-07 08:34:12,46,117231392-X,633925807-7,316473045-4,764957262-5,154951605-1,83.2263,493,74.9911,1.573174,6465.482786
2023-01-07 06:13:54,2023-01-07 08:34:12,47,836603257-4,982238171-9,913778998-8,525654742-9,738298598-9,55.8116,291,70.0704,8.896785,2929.498054
2023-01-07 06:13:54,2023-01-07 08:34:12,48,362863993-X,178838141-6,650672464-1,533726875-9,062153781-0,26.0857,434,45.5492,3.206545,8208.078126
2023-01-07 06:13:54,2023-01-07 08:34:12,49,985722180-7,666318712-0,211568936-4,728279407-3,476030874-1,42.8718,202,35.7172,2.569273,3515.043415
2023-01-07 06:13:54,2023-01-07 08:34:12,50,519698369-4,320523472-3,937772936-X,905013454-8,044606594-3,34.8436,10,74.0714,8.77457,2069.291541
2023-01-07 06:13:54,2023-01-07 08:34:12,51,794439321-3,501063259-4,590950917-9,851905115-4,535528162-1,16.7986,287,20.605,2.736953,9125.501794
2023-01-07 06:13:54,2023-01-07 08:34:12,52,150464216-3,622126395-6,702332466-6,511839380-9,562309516-X,23.8669,280,42.786,5.935629,6008.218842
2023-01-07 06:13:54,2023-01-07 08:34:12,53,706289032-4,981436947-0,024305856-X,512760327-6,127865135-7,94.6994,337,10.1224,9.197944,3434.228458
2023-01-07 06:13:54,2023-01-07 08:34:12,54,969001389-0,698652636-9,922579370-7,935657441-3,200238455-X,19.6128,212,91.4062,8.975231,6518.485536
2023-01-07 06:13:54,2023-01-07 08:34:12,55,510264507-2,039789232-2,056084147-7,605948463-8,136661524-7,31.7675,192,54.6038,8.398639,9500.601313
2023-01-07 06:13:54,2023-01-07 08:34:12,56,208044959-1,299106721-7,121068286-9,535671012-7,332881274-1,66.932,444,57.0491,8.575825,2362.292107
2023-01-07 06:13:54,2023-01-07 08:34:12,57,580979993-0,597511915-4,817778013-1,269237293-X,681568479-2,8.6068,282,30.3205,7.099332,5192.509871
2023-01-07 06:13:54,2023-01-07 08:34:12,58,720167654-7,905322999-X,751848472-2,578383927-2,473346389-8,66.0744,452,73.6282,7.53657,7370.383849
2023-01-07 06:13:54,2023-01-07 08:34:12,59,877197432-6,094068022-X,680061481-5,443190128-0,687010935-4,28.0791,201,57.5683,5.256499,5883.544677
2023-01-07 06:13:54,2023-01-07 08:34:12,60,709376170-4,285586390-2,872867131-7,555564837-5,658870283-3,53.892,13,97.9456,3.845857,8844.375225
2023-01-07 06:13:54,2023-01-07 08:34:12,61,635388963-1,000217915-6,543207155-X,956419934-4,686522810-3,40.3749,472,94.9522,2.258204,1126.780761
2023-01-07 06:13:54,2023-01-07 08:34:12,62,072765266-4,438995480-6,099785221-6,564478749-4,604000104-6,21.6911,99,47.6302,6.856367,4702.56225
2023-01-07 06:13:54,2023-01-07 08:34:12,63,199456138-6,370227727-7,602324088-7,890994870-1,376401202-1,7.9407,205,83.9012,1.019479,3232.395709
2023-01-07 06:13:54,2023-01-07 08:34:12,64,662175564-3,753353208-2,985076979-3,448844979-4,980010388-0,64.2196,308,14.6966,2.242751,5051.696008
2023-01-07 06:13:54,2023-01-07 08:34:12,65,154417390-3,833193875-5,670696322-4,326057467-0,751887131-9,31.8105,423,58.471,3.713073,4739.732431
2023-01-07 06:13:54,2023-01-07 08:34:12,66,624827865-2,306885292-7,768763806-9,389293856-3,333121850-2,84.0545,165,73.4849,6.158505,9835.050168
2023-01-07 06:13:54,2023-01-07 08:34:12,67,923552940-9,857686849-0,154950809-1,739295487-3,008294172-6,19.5201,299,21.65,7.634698,3052.643483
2023-01-07 06:13:54,2023-01-07 08:34:12,68,179596196-1,089044824-8,707517513-0,129809628-6,581095699-8,84.6978,103,2.0971,2.999942,3988.159391
2023-01-07 06:13:54,2023-01-07 08:34:12,69,006910365-8,538385771-0,567697250-5,321310502-3,786241311-3,74.5364,216,16.5504,3.925884,8662.609012
2023-01-07 06:13:54,2023-01-07 08:34:12,70,022942533-X,850769369-5,678458457-0,855587227-8,395018986-6,45.1806,59,45.9588,2.583587,3315.738494
2023-01-07 06:13:54,2023-01-07 08:34:12,71,496725180-3,295910004-2,405008288-8,675150633-3,775811783-X,67.1041,180,26.4522,4.591952,6046.615284
2023-01-07 06:13:54,2023-01-07 08:34:12,72,836562944-5,119346472-2,102746537-4,002787305-6,448087651-0,77.754,331,63.2902,6.853872,8206.332763
2023-01-07 06:13:54,2023-01-07 08:34:12,73,348363181-X,985227568-2,826772738-8,241513536-4,251691591-8,35.6761,217,68.0229,6.816328,7684.874935
2023-01-07 06:13:54,2023-01-07 08:34:12,74,165269006-9,644198939-5,137385221-6,874624389-5,482164739-7,58.7551,155,71.2506,7.923286,1051.003146
2023-01-07 06:13:54,2023-01-07 08:34:12,75,347279722-3,371414356-4,307759926-0,546668931-9,610605943-8,7.2181,346,12.59,5.143008,6082.186587
2023-01-07 06:13:54,2023-01-07 08:34:12,76,757647763-6,506061490-5,818869179-8,300690020-0,167878938-0,16.4678,157,83.7705,4.25477,1504.35351
2023-01-07 06:13:54,2023-01-07 08:34:12,77,379220763-X,248392810-2,585793611-X,182835316-7,393213523-7,86.5014,90,70.5374,3.582272,6389.134075
2023-01-07 06:13:54,2023-01-07 08:34:12,78,339298367-5,620694654-1,109848199-2,000730630-X,701233453-3,23.0686,415,65.8613,4.893229,3172.870062
2023-01-07 06:13:54,2023-01-07 08:34:12,79,835774184-3,531682193-9,664328233-0,956614138-6,108421637-X,64.2613,73,59.7948,1.531016,1095.373075
2023-01-07 06:13:54,2023-01-07 08:34:12,80,701237606-6,425858192-5,113701742-2,269198770-1,318547149-0,75.4964,291,68.7176,7.601879,5086.106818
2023-01-07 06:13:54,2023-01-07 08:34:12,81,368148242-X,024300172-X,591168367-9,152893028-2,331898216-4,14.5296,132,5.1939,6.122462,4293.944833
2023-01-07 06:13:54,2023-01-07 08:34:12,82,378240814-4,735824062-6,379270560-5,655233609-8,152333331-6,42.0424,144,61.2089,9.475253,4957.727313
2023-01-07 06:13:54,2023-01-07 08:34:12,83,344566443-9,937589206-9,004795667-4,966566491-3,369233091-X,32.5555,374,6.3596,1.155041,6634.686552
2023-01-07 06:13:54,2023-01-07 08:34:12,84,767603132-X,671199089-7,002847872-X,845603220-4,098538118-3,82.4561,66,30.5468,6.08123,4636.499598
2023-01-07 06:13:54,2023-01-07 08:34:12,85,151377423-9,141175129-9,664576508-8,853760779-7,909824899-3,55.5985,452,35.6738,4.61522,2007.747369
2023-01-07 06:13:54,2023-01-07 08:34:12,86,246597785-7,874146430-3,747457321-0,503524514-4,851174835-0,60.956,186,9.7727,5.742088,9448.412381
2023-01-07 06:13:54,2023-01-07 08:34:12,87,550287262-9,846488669-1,281422317-8,831937446-4,069730190-7,42.462,155,72.3877,6.841182,2330.524016
2023-01-07 06:13:54,2023-01-07 08:34:12,88,564168481-3,171587167-7,322727932-0,791377726-5,719786748-7,49.0167,114,79.2884,9.00178,4869.399671
2023-01-07 06:13:54,2023-01-07 08:34:12,89,410641941-6,902250874-9,308665439-2,992549977-1,916109148-0,90.1295,273,37.8048,6.770379,9610.8191
2023-01-07 06:13:54,2023-01-07 08:34:12,90,397832584-5,192239188-3,422021263-9,624640092-2,145961401-1,43.298,185,74.4246,6.213539,2082.284426
2023-01-07 06:13:54,2023-01-07 08:34:12,91,992565345-2,442775350-7,874353491-0,372000512-7,979962075-9,72.0303,183,19.3978,7.111209,9166.155408
2023-01-07 06:13:54,2023-01-07 08:34:12,92,973502666-X,777194250-4,242002875-9,227533226-X,466997493-9,11.8278,489,45.2121,8.396524,2077.447098
2023-01-07 06:13:54,2023-01-07 08:34:12,93,895680219-X,660919268-5,454356201-1,477363543-6,635639774-8,60.6158,13,12.5528,7.475722,7753.386626
2023-01-07 06:13:54,2023-01-07 08:34:12,94,263229871-7,143900459-5,760052720-0,385374629-2,876296284-1,62.0742,345,42.9012,5.063477,6521.958906
2023-01-07 06:13:54,2023-01-07 08:34:12,95,708109388-4,299776902-7,073522804-3,744498873-0,188655382-3,77.5732,461,67.3739,9.730223,7880.21184
2023-01-07 06:13:54,2023-01-07 08:34:12,96,144319149-3,750554879-4,358535028-3,512806050-0,674153248-X,65.8955,151,81.9636,8.646854,2906.115149
2023-01-07 06:13:54,2023-01-07 08:34:12,97,608758403-X,629477545-0,676354674-2,947974642-5,523570911-X,36.5706,278,72.4779,5.284283,4560.695326
2023-01-07 06:13:54,2023-01-07 08:34:12,98,526334461-9,964305794-1,081542416-7,222459327-9,762086237-4,18.2325,89,24.7107,9.37774,5828.14334
2023-01-07 06:13:54,2023-01-07 08:34:12,99,493704610-1,003964292-5,693641212-2,164339927-6,568615033-8,99.8282,299,51.3953,7.008781,8328.437682
2023-01-07 06:13:54,2023-01-07 08:34:12,100,358280900-5,837781339-4,454568539-0,802317138-0,700142997-X,65.8377,408,93.2766,1.615058,6975.924272
2023-01-01 04:34:12,2023-01-07 05:54:12,13,656684944-0,267161185-4,036389464-0,023012256-6,989988643-2,11.6329,461,22.5397,7.118255,5237.929677
2023-01-01 04:34:12,2023-01-07 05:54:12,14,916808029-8,541573420-1,490868809-5,459653574-4,346820671-2,8.0598,227,8.6882,1.815352,2599.429707
2023-01-01 04:34:12,2023-01-07 05:54:12,15,721892672-X,353411949-5,908670277-5,735153023-8,135645316-3,95.168,255,78.6734,2.842169,6372.914259
2023-01-01 04:34:12,2023-01-07 05:54:12,29,323053857-9,429228410-5,642977008-7,704085248-9,333487113-4,62.2014,176,45.3557,9.74669,3295.35854
2023-01-01 04:34:12,2023-01-07 05:54:12,30,100254114-X,927674506-8,590422371-4,746385396-9,654551196-3,80.3384,441,41.6792,3.852609,2414.394867
